"ID","Joke"
6008,"Jocelyn from Facebook will unfriend you if you give her a Blockbuster gift card for her stupid baby shower. I know that now."
6009,"Taylor Swift and Calvin Harris called it quits. But I am looking forward to her next album devoted to the break-up called 'Calvin and Sobs'."
6010,"Best part about marriage? NO MORE CONDOMS!!! Worst part about marriage? No more sex."
6011,"I could've sworn there was less grunting and moaning the last time I put these pants on... Maybe the donut in my mouth muffled it"
6012,"Adult me is pretty pissed that you can't learn to dance perfectly in the span of an 80's montage."
6013,"A great way to relive your childhood is to outgrow your clothes every few months."
6014,"[at airport] TSA: sir, you've been randomly chosen for a cavity search. ME: that's cool i didn't know my flight included a dental cleaning"
6015,"Imagine meeting the girl of your dreams and then finding out that she eats spaghetti with a knife."
6016,"Me (to 7): Son, we... Wife (in earpiece): have to talk M: Have to talk W: about girls M: About grills W: NO M: NO W: IDIOT M: IDIOT"
6017,"I'm quite sure if Adam had offered Eve a donut, that whole Garden of Eden thing would've gone in an entirely different direction."
6018,"Officer: Did u know your back light is out Me: I don't know if you noticed... I'm inside the car. You had a bit of an advantage"
6019,"*standing by the turntables at the club* Her: are you the dj? Me: wha?... Oh, no, I was hoping this was a crepe station"
6020,"WIFE: I thought you said you were going to the gym. ME: [playing Pokemon Go] I've been to like 3 of them today. What are you talking about?"
6021,"Give them a Cheesecake Factory gift card this holiday season so they know you ""grocery store checkout line"" love them"
6022,"My cat was bitten by a squirrel and I have to suck the rabies out before she slips into a double cheese burger. --how I cancel dates"
6023,"If you cut me off in traffic you better be ready to look in your rearview mirror and see me yelling something you can't hear."
6024,"*interrupts eulogy* SOMEONE SAID THAT ALMOST WORD FOR WORD AT THE LAST FUNERAL"
6025,"Me: How was the party last night? 17: It was fun. The cops came. Me: What??? 17: Nah, it's cool. We got away. Me: That's my girl."
6026,"dude told me he did a line with Emma Watson but I know he was lying - she's British, they call them ""queues"""
6027,"She said no! *sobs tears of joy* -me after proposing"
6028,"*On date* Her: hey, how are you? Me: yeah really g.. BRAIN: *interrupting* TELL HER THAT RAP ABOUT ANTS YOU MADE UP ON THE WAY HERE."
6029,"[at a fancy restuarant] WIFE: make sure u leave a good tip ME: ok [writing on bill] ""only evolve ur pokemon when uve activated a lucky egg"""
6030,"[First date] Him:""Waiter!"" Waiter:""Sir?"" Him:""Could you check the toilets? My date has been gone 2 hours. Also, her coat has been stolen"""
6031,"My kids are yelling so incoherently at one another it sounds like they're naming IKEA furniture."
6032,"Job interviewer: ""Why do you want to join the Secret Service?"" Me: ""It's a secret."" Job interviewer: ""You got the job."""
6033,"I never picked my nose. I was born with it."
6034,"Give a man a fish, feed him for a day. Teach a man to fish in highly-contaminated water, feed him for a day."
6035,"People who say ""you can run but you can't hide"" have never played hide & seek with me.. or seen me run."
6036,"Piglet: *sees recipe book* Honey-glazed...Pooh, what's ham? WinniethePooh: A food that goes well with honey. Now, how about a nice hot bath?"
6037,"Girl, you don't even know how crazy I am about you.... I'm thinking about digging my mom up so she can meet you."
6038,"BELLHOP: May I take care of your bags? ME: Of course! BELLHOP: [gently applies seven layers of concealer under my eyes]"
6039,"I may be nodding and smiling, but I'm secretly diagnosing you."
6040,"[Going through rubble after a house fire] Her [holding photo albums]: Totally ruined. Me [holding slices of bread]: Pretty much toast."
6041,"Scary: A wolf chasing you Scarier: A werewolf chasing you Scariest: A werewolf with a clipboard chasing you"
6042,"I was asked to babysit once but it didn't go very well. You're not meant to sit on them."
6043,"Sure, Michelle Obama said those words first but Melania Trump had the imagination to say them like an operative in a cold war spy thriller."
6044,"[Me as a Realtor] BUYERS: this is a great house, what's the catch? ME: Well, it is a bit.. [cant think of the word haunted] ghost encrusted"
6045,"Thanks, meeting venue that turns off the AC in the restrooms--I love emerging from taking a dump looking like I just ran a marathon!"
6046,"911: What's you're emergency? ME: You mean ""your""? 911: OK. So..? ME: Someone's murdering me 911: You mean ""murdered"" ME:.. 911: [dial tone]"
6047,"I'd rather get killed by the Blair Witch on the first night than have to camp another night."
6048,"I remember a friend asking me why I had a bottle of wine in my car, I said I got it for my wife... He said good trade..."
6049,"Came home from work early and caught my inflatable girlfriend cheating on me with the beachball."
6050,"I began writing full time 20 years ago. I've sold lots - my tv, my car, my jewellery..."
6051,"Neighbor: It's July, you need to take down the xmas lights. Me: It's no worse than your stupid yard gnome. Neighbor: That's my wife."
6052,"[Corporate Olive Garden meeting, 1985] Jesus: Let's do unlimited breadsticks. CEO: How can we supply that many? Jesus: *winks at camera*"
6053,"I tried S/M once, and ended up with a dominatrix who was unusually cruel. Instead of using a whip she would make me do fractions in my head."
6054,"Police: How did they break in? Me: I have a fake garden rock w/a key inside. Police: They found it? Me: They threw it through the window."
6055,"Please stop sending me sexy photos of yourselves, ladies. You're distracting me while I try to read this book on reverse psychology."
6056,"Taco guy: guac costs extra Obi Wan: [wafts hand] guac is free Taco Guy: guac is free... Anakin: why'd u even pay for the taco? Obi Wan: dammit"
6057,"[during sex] HER: I want you to make me scream ME: *tosses spider onto her chest*"
6058,"This bum said everyone who gives him $10 gets a ""special"" surprise in the alley. My gut says no......but my heart says its a puppy!"
6059,"[first day as a bartender] Customer: gimme a scotch on the rocks Me [scrunching towel into glass]: I know lemonade, I can do lemonade"
6060,"*Evanescence* (Buy two hams!) Buy two hams right now! (I need two hams!) I need two sopping hams (SAAAAVE ME)"
6061,"Life is like a roller coaster: There are ups & downs, you often feel like vomiting, but in the end there are weird pictures of you for sale."
6062,"In 5th grade I had to do a report on Ben Franklin and my parents interpreted it as me liking him so my 11th birthday was Ben Franklin themed"
6063,"Everyone is freaking out because I brought my own gavel to court, no one knows if I'm allowed to do this, the judge is crying"
6064,"The burrito I ate for lunch today just sent me a push notification."
6065,"Confuse future archeologists by burying your pets in elaborate military uniforms."
6066,"I don't really want to hear about the marathon, unless of course, they add an element of suspense. Like a Bear at mile 3."
6067,"Shoutout to that one time I confused narcolepsy and necrophilia during a job interview."
6068,"Me: Give me some space, I'm feeling claustrophobic 8 whispers to 9: Leave Mom alone, she has to poop but she can't"
6069,"I'm not saying I'm antisocial, but even when someone asks me how I'm doing I just tell them to Google it."
6070,"I never knew how long it took a human to fall asleep until I had kids. In case you're wondering it's 2 hours, 3 cups of water, & 18 books."
6071,"A lollipop is like a normal lipop but it laughs a lot. Sorry."
6072,"My stalker twisted his ankle, so now I have to walk slower for 2-3 weeks."
6073,"I haven't been this confused about what's going on since The Cranberries yodeled that one song about zombies."
6074,"The ocean is full of sharks, jellyfish, man-eating octopus, and nightmare whales, but make sure you wait a half-hour after eating to go in."
6075,"when I see a Facebook relationship status 'it's complicated' I imagine love through wormholes over tens of thousands of years, alien biology"
6076,"You legally aren't married until someone says, ""haha but seriously"" in their wedding speech."
6077,"* Runs Baywatch-style into oncoming traffic *"
6078,"My throat hurts, so I better keep swallowing 50 times a minute to make sure it still hurts."
6079,"I got a new high score today. Sadly, it was on my bathroom scale!"
6080,"Me: A coworker called me 'Papa Hemingway' today. Her: Because of your beard? Me: Well it wasn't because of my Nobel in Literature."
6081,"Pro Tip: If you knock on the door to a bathroom stall and someone says ""one second,"" wait more than one second before entering."
6082,"*smoke detector chirps* me*takes battery out* *chirp* me*cuts wires* *chirp* me*smashes it with a hammer* *chirp* wife:We have more than one"
6083,"ppl: are u sick? me: no, im just ugly"
6084,"2yo's favorite cartoon is teaching him about centrifugal force. When I was little, my favorite cartoon taught me never to order from Acme."
6085,"Me: I LOVE Pokemon Go! Him: Are you just collecting caterpillars and putting them in your purse?! Me:"
6086,"Him: So what are you into? Me: *thinking of the newspaper cutouts of Justin Trudeau all over my bedroom walls and ceiling* Politics."
6087,"me as a realtor: This house does include a crawl space. It's probably full of bones already, but you can always add more bones yourself."
6088,"Nothing much worse than being forced to listen to someone else's music and not be able to tell them their taste is shit."
6089,"LION: Lions don't lose sleep over the opinion of sheep. SHEEP: Shaun thinks your mane looks ridiculous. LION: *upset* Shaun said that?"
6090,"ghosts in movies are stupid if i was a ghost id be in the bahamas but they're just like ""lets stay here and move pots and pans"""
6091,"Join us in calling for a total ban of people. They are extremely dangerous. If you know any people, report them at once to the authorities."
6092,"When a 230 lb man yells from the shower for a towel, but you hand him a face cloth, he won't find it nearly as funny as you do."
6093,"The world is my oyster. Expensive and gross."
6094,"Legend of Tarzan 2: Tarzan meets other primates. He befriends them all. He teaches them to fight. It's a prequel to Planet of the Apes."
6095,"On bad days I like to take a pregnancy test to remind myself that things could be much worse."
6096,"My tacos arrived with a fork on the plate. I can only guess it's there to stab potential taco thieves."
6097,"[At a psychic fair] Psychic: Ask whatever you want to know. Success? Work? Love? Money? Me: Can you tell me where my car keys are?"
6098,"[cocktail party] Me: [swirls brandy] Brandy: PUT ME DOWN"
6099,"DOCTOR: I have bad news MAN WHO WOKE UP FROM 5 YR COMA: I don't mind as long as I get to see my favorite gorilla from the Cincinnati zoo"
6100,"You know, you don't realise what you've got until you don't have it. I just ran out of toilet paper ..."
6101,"I told my 2-year-old to find her shoes She cupped her hands & yelled ""Shoes, where are you?"" I'd help her, but I want to see if this works"
6102,"Nothing is better than working out to 80s music. Except listening to 80s music without working out."
6103,"I was so touched last week when a shopkeeper handed my 3yo a donut without checking with me, that today I gave his teen a bag of heroin."
6104,"Are designated drivers only for people who drink?? Coz I've already dropped my keys twice just walking to my car."
6105,"Prominently display feminine hygiene products in your living space to let him know your eggs are still viable."
6106,"Don't believe in aliens, huh? Explain how people in the 1800s got on top of those bicycles with the huge front wheels."
6107,"ufo crew: why are we hovering? ufo captain: i wanna pet those dogs ufo crew: why not land? ufo cap: those talking monkeys are annoying af"
6108,"Hansel and Gretel is a timeless tale about the importance of killing old ladies."
6109,"Brain: stop eating! Me: why B: you'll get fat M: so? B: there's only enough vodka to catch a buzz on an empty stomach! M: oh *stops eating*"
6110,"One of my favorite things about Walmart: the impulse buy is no longer a breathmint, it's an entire rotisserie chicken."
6111,"Him: *hands me glass of clear liquid* Is this glass half full or half empty? Me: Is that water or vodka? Him: Vodka. Me: Empty."
6112,"[phone] WIFE: Where the hell are u? ME: Well...u know that shop where u saw that ring you love W: OMG YES M: I'm catching Pokemon near there"
6113,"I want a SPIDERMAN GO app where I have to get pictures of spiderman for a furious j jonah jameson"
6114,"hey I just met you and this is crazy but I'm going to argue with another stranger in your mentions for hours maybe"
6115,"Top 3 Wiki sites: 1. Wikipedia 2. Wikileaks 3. WikiwikiwikiSlimShady"
6116,"The lazy river is my favorite ride at this amusement park. ""Ahhhhh!"" I scream as I float in a giant circle, not spilling my drink at all"
6117,"Women always call me ugly until they find out how much money I make. Then they call me ugly and poor."
6118,"It's bad enough I have to worry about people when I leave my house now I have to contend with Pokemon as well"
6119,"This guy in my living room must think I'm an idiot, he says he picked my lock but I distinctly remember choosing it at the store by myself."
6120,"So, this woman stopped to ask me if my hair color was ""supposed to look natural."" My hair is purple, guys. Purple."
6121,"All this ""Kaine is boring"" talk is your reminder that nowadays Abraham Lincoln would have to know parkour or some shit"
6122,"[picks up date] *slides over hood of car* *slides off car onto another car* *slides off that one onto another car* *date looks at her watch*"
6123,"don't usually brag about helping people, but when I saw an old lady drop her groceries, I yelled: ""lift with a straight back!"" it felt good"
6124,"Dad- I want you to have everything in this world that your heart desires. *Can I have oreos?* [NO]"
6125,"I'm so embarrassed. I just learned that that Pringles holder on my treadmill is for water bottles!"
6126,"shave your dog in the winter so he stands out in the crowd. if you lose him u can easily describe him as the cold bald dog"
6127,"I used to worry about offending people's moms on facebook but now they all post memes like ""I chug vodka to keep from drowning my children"""
6128,"Eating food off the floor, taking pills, trying to chase away ghosts? I grew up to be Pac-Man"
6129,"I was worried that Tim Kaine was too boring and then I remembered entertainment is what got us into this mess."
6130,"""Whatcha inventing?"" ""I call it a picnic. It's a meal but outside with bugs and a high risk of bear attack."" ""Can I bring my kids?"" ""Sure."""
6131,"Maybe someone just charmed the pants off of Winnie the Pooh."
6132,"Me: [sneaks off to lay by pool cuz kids are finally playing] 7yo: HERE I AM MOMMY SO YOU DON'T HAFTA BE ALONE Me: [sigh] Thanks bud."
6133,"HR: welcome to sexual harassment training. Me *raises hand* I'm gonna leave. HR: it's mandatory. Me: There's nobody here I would harass."
6134,"*on the phone Him: where are you?! Me: I'm just waiting for the train Him: hurry up Me:...no problem. I'll be waiting faster"
6135,"I stuck a ""Baby On Board"" sign on my minivan to warn the other drivers how fussy and tantrum-y I get when traffic's bad or I miss my nap."
6136,"I found a Squirtle in my pants & I'm not even playing Pokemon Go!"
6137,"My stages of awkward: Sober me: I don't know what to do with my hands Drunk me: I don't know what to do with my face High me: What face?"
6138,"Before I die I want to see a dog run out of a butchers shop with a string of sausages hanging out of its mouth."
6139,"Bear tip: If a bear is mauling you to death, challenge it to a maths quiz instead (mauling people to death is against the rules in quizzes)"
6140,"Turns out that when asked which was my favourite of all the X-Men that ""Caitlyn Jenner"" was not a valid answer."
6141,"I'm wearing black today so powdered sugar donuts seem like a solid choice."
6142,"Afghanistan is just a regular ghanistan that's ghanistan af."
6143,"The Story of Volcanos God: Ok, how about a mountain.. Angel: We got mountains. God: Lemme finish. That shits fire. Angel: Metal. *fist bump*"
6144,"Let's talk about Sex Baby. I regret you naming our son that. You're a real piece of shit, Tammy."
6145,"On Sunday's I Iike to dress as Satan & stand outside of churches, yelling at the parishioners that it's not working & I own their soul."
6146,"I wasn't good enough for you in high school but suddenly after 5 kids a husband and 3 boyfriends I'm starting to look good eh?"
6147,"When someone asks me, ""Is this seat saved?"" I like to say ""No, but we're still praying for it"" and I laugh because chairs are like, dead."
6148,"I've been listening to Pink Floyd for the past 2 hours. I'm about to just go ahead and skip to track 2."
6149,"I hate when my phone corrects ""hood morning"" to good morning. Maybe I meant hood morning. Maybe some thug shit has happened today."
6150,"Mr & Mrs Smith is my favorite movie about how trying to kill your spouse & demolishing your house can bring the magic back to your marriage"
6151,"""Do you want to have fun but also get more mad than you've ever been in your life?"" - video games"
6152,"Just heard about this teacher who had sex with his student. Another reason I won't send MY dog to obedience school"
6153,"Hey Mr. Tambourine Man, play a song for me. *Tambourine Man shakes tambourine for several minutes* Well that sucked."
6154,"I like my women like I like my coffee. I look at coffee but I am afraid to talk to it"
6155,"DATE: *takes a sip of her water* ME: haha ok wow can you tone down the pda you're behaving very erotically"
6156,"Boss: go to hell Me: so stay? or leave? I'm confused"
6157,"Me: Can I order the conch fritters please? Waitress: The ""ch"" is pronounced like a ""k"" Me: Okay Bick."
6158,"Pardon the mess, the dog startled me and I threw my shrimp scampi into the ceiling fan"
6159,"TRUMP: I'm gonna lose, huh? RYAN: Yes. [silence] TRUMP: Thank God. RYAN: I know TRUMP: I'd be SO bad at it RYAN: We literally all might die"
6160,"Being a father is the single greatest feeling on earth. Not including those wonderful years I spent without a child, of course."
6161,"So UBER is not a dating app? *sigh* I kinda thought all those 'Goodbye' kisses seemed more awkward than usual."
6162,"Everyone seems so happy for you until they realize your baby carrier is just filled with mozzarella sticks."
6163,"Good one computer geniuses, you made everything ""user friendly"" and ""intuitive"" and now idiots are on the internet commenting on everything."
6164,"Going to keep letting animals bite me until I get super powers."
6165,"Him: You're not like other girls Me: [foghorn sound]"
6166,"Sleeping Beauty is my favorite story about how any sweet princess will activate her fire breathing dragon if you wake her up from a nap."
6167,"A coworker sent me an instant message mistakenly typing ""The cloak stopped working"" to which I responded ""OMG you can see me?!"""
6168,"5: I want to do something no one else has ever done. Me: Help me clean? 5: No. Something fun."
6169,"(Creating Atheists) God: Make some humans Sciencey Angel: Will they believe in you? God: No, but they'll be so surprised when we meet!"
6170,"Why is it called her ""time of the month"" and not ""trouble in paradise?"""
6171,"5 years ago when 'House of Cards' started we said, 'That's so scary.' Now Trump is here and we're like, 'hahaha, House of Cards is adorable'"
6172,"Surgeon: I need someone to unroll this bandage, stat! Cat nurse, excitedly: I've got this."
6173,"my lawyer wants me to turn myself into the police but I keep telling him impersonating a cop is what got me into trouble in the first place"
6174,"My friend thinks her husband is cheating on her. I don't have the heart to tell her he's just out chasing Pokemon."
6175,"*Looking through binoculars Awww, it looks like she forgot her password. I should remind her what it is."
6176,"HER: You look so nervous. ME: *nervously* HA. I'm never nervous. HER: You're sweating. ME: *just freaking out* That's bravery moisture."
6177,"I keep a banana in my pocket just in case, because I'm really not glad to see anybody."
6178,"Walked into a spider web and did an hour of tai chi in five seconds."
6179,"EARTH: Goodnight Moon MOON: Goodnight Earth EARTH: Come closer and give me a kiss MOON: Okay {millions perish in massive tidal wave}"
6180,"Mechanic: that's gonna cost $2000 Me: how much? Mechanic: $3000 Me: what did you say before that Mechanic: I said ""that's gonna cost"""
6181,"SCIENTIST: it's our thinnest toilet paper yet, sir. less than a picometer CEO: *rips it by breathing on it* put it in every public restroom"
6182,"Super excited about staying at my daughter's place so I can eat her cereal and leave the empty box in her cupboard."
6183,"Outkast: Ok now ladies! Me: Yeah??! OK: I wanna see y'all on your baddest behavior! Me: *slowly incurs $18.37 in overdue library fees*"
6184,"A good way to make friends is to crawl under the bathroom stall quickly before they can get away"
6185,"[with my pet bird at the park] Hot girl: omg ur duck is so cute Me: *covering mr quackers ears* he's a mallard u idiot get away from me"
6186,"A baby and I locked eyes. I panicked, but thankfully I didn't cry first. Haha stupid baby, I win."
6187,"""i'll be back"" --arnold schwarzenegger getting into a 2-man horse costume"
6188,"SKETCH ARTIST: *holds up drawing of a single bit of straw* CAMEL: [in a wheelchair, tears in his eyes] That's him!"
6189,"BARISTA: I have an order for...God? Is there a God? [no one answers] ATHEIST: Haha told ya GOD: *exiting bathroom* Sorry I'm here ATH: Shit"
6190,"Me: Waitress, can I ask you something about the menu please Waitress [slaps my face]: The men I please, that's none of your business"
6191,"FUN GAME: when someone tells you the name of their new baby, repeat it back to them, with their surname, and say ""Like the murderer?!"""
6192,"So I called up the Captain, please bring me my wine. He said: ""ma'am, this is a cruise. Please don't call me again if there's no emergency"""
6193,"OCTOPUS: *places tentacle on Bible* JUDGE: Do u swear to tell the truth? O: Yes BAILIFF: *spends like 8 minutes trying to get Bible unstuck*"
6194,"Me: My son totaled another car. Progressive: I see that you insure 3 teen sons? M: yes P: *covers phone* HEY GUYS, WE'RE GOING TO ARUBA!"
6195,"""Everyone has at least one novel inside them""  Baffled airport security rectal examiner at the end of a long, confusing shift"
6196,"[Calls Ex-Girlfriend] Remember all those hair-ties and Bobby pins you lost? Well, I found all 5,000 while moving."
6197,"If you want your uninvited guests to leave, seat them comfortably in the basement, then go upstairs and watch TV."
6198,"HOW TO SURVIVE A BEAR ATTACK: STEP 1: buy a recliner STEP 2: buy some beer STEP 3: stay home and watch tv instead of going into the woods"
6199,"Jeez make one joke about putting cyanide in someone's food and suddenly they don't want you to cook for them anymore"
6200,"My dog is so passive-aggressive. She let me sleep in late this morning, but then counter-surfed and stole my breakfast."
6201,"My date thinks he's gonna get me drunk, & then get in my pants. The joke is on him, coz my tolerance is sky high & I'm wearing a skirt."
6202,"Trapped in a crevice. ""Go on boy, get help."" The dog chews off my one free arm. ""Ok yeah bring that back to town I guess"""
6203,"""IN THIS CORNER.. DWAYNE ""THE ROCK"" JOHNSON"" *the rock beats chest* AND IN THIS CORNER... RYAN ""PAPER"" WALLACE *the rock is visibly nervous*"
6204,"Here Here Here Here Here Here Here -1 sided text conversation between me and my 18yo daughter because all I do is pick her up from places."
6205,"ME: Well, time to make like a tree, and leaf. HER: *giggling* So, my place or... ME: *starts sprouting leaves from my fingers* HER: WHAT THE"
6206,"me: you know they never did catch the zodiac killer guy next to me on the bus: why do you keep saying that"
6207,"Dancing Prime Minister Dancing Chancellor of the Exchequer Dancing Lord Privy Seal -ABBA explores dance vis-a-vis constitutional monarchies"
6208,"6: can i have ice cream? Me: ur room clean? 6: if I clean it can I have ice cream? M: sure 6:*looks at room* thats ok I dont need ice cream"
6209,"College: Now that you're making tons of money with your degree, please donate back to us every year Me: lol College: lol ikr?"
6210,"In Russia, Pokemon find you."
6211,"When someone uses the bathroom and asks about the wine cork floating in the toilet is why I don't invite people to my house."
6212,"I'm gonna start using my cat's ages like y'all do your kids. 5 just projectile vomited and 1 is trying to eat it off the floor."
6213,"The 3yo insisted on helping me put all the laundry away. It's only taken us 6 hours & 10 minutes & apparently pants go in the fridge now."
6214,"absolutely disgusting that we as a society are still okay with people making hats out of cowboys"
6215,"The ""Ooooo"" the audience makes during a sitcom kiss but for me when I finally take a shower."
6216,"BREAKING: Swiss Police confirm that, when arrested, all seven FIFA officials threw themselves on the ground and pretended to be injured."
6217,"When I become a ghost, Im going to leave messages in blood, but theyre gonna be overwhelmingly positive, like ""You're Doing A Great Job"""
6218,"Fun Prank: If someone leaves their car windows cracked cause it's hot outside, start slipping unwrapped Kraft Singles in their car"
6219,"Am I capable of premeditated murder? Your honor, I've been planning my cheat day for two weeks."
6220,"My sex life is like Coca-Cola; first it was normal, then light and now zero."
6221,"DOCTOR: Push again, the baby is- MOTHER: IS SOMETHING WRONG? DOCTOR: [holding phone] No, I just caught a Jigglypuff up in there."
6222,"The only way I'd be scared of a ghost is if one was coming at me wearing a fitted sheet that I thought I'd have to eventually fold."
6223,"[In cubicle at work] *pretends to start clipping my nails* *tosses uncooked grains of rice onto co-workers desk with each clip* CW: WTF!"
6224,"They tried it standing up, sitting down and bent over the kitchen table but it was no good - they just couldn't get a decent wi-fi signal."
6225,"Grim Reaper: I'm here for the sole! Waiter: *whimpering* omg can I... can I say bye to my family? Grim Reaper: uh, no, the fish special."
6226,"Thanks, baby Jesus, for helping me get that new job instead of helping millions of children find water and food. I know it was a tough call."
6227,"If you guys don't hear from your sexy lady friend TC today it's because he's spending Father's Day with his family."
6228,"""Hey can I do it?"" Anaesthetist: sure, knock yourself out"
6229,"Dog Morpheus: Ok, Dog Neo. You take the grey pill, you wake up in your kennel. But if you take the GREY pill - I will show you the Matrix."
6230,"My wife hates it when I introduce her as my ex-girlfriend."
6231,"ACQUAINTANCE: (crying) Nobody likes me ME: I like you ACQUAINTANCE: (crying harder) Nobody good likes me"
6232,"I think the Wu Tang clan is a Chinese organized crime family trying to wrestle control of the orange drink market from the ""Sunni D"" family"
6233,"I'm not sure if this clerk is smiling at me bc he knows I'm high or bc we're both high, but it's been 6 minutes and we're still just smiling"
6234,"Whenever someone says, ""Good question"" I never hear their answer because I'm too busy congratulating myself for asking such a good question."
6235,"If this paper cut is any indication of my pain threshold, then child birth would definitely kill me."
6236,"[at gym] *spends 45 minutes untangling headphones *drops phone, squats to pick it up Phew! Good workout! *leaves"
6237,"Anyone want to do the laundry for me? Im exhausted. I can pay you in beanie babies or hot monkey sex. The monkey's name is Earl. He bites."
6238,"tinder, huh? back in my day if you wanted a girl to notice you, you had to dress like a gargoyle and cling to the roof of her parents' home"
6239,"Dominos just called to let me know my pizza's on the way. They correctly assumed I'd need time to find my pants."
6240,"*hears a loud noise outside of bedroom door at night* *wife reaches over* ""Honey- WHERE ARE YOU?"" *already locked myself in the bathroom*"
6241,"STOP HONKING! IF I DRIVE ANY FASTER THE TINY LIZARD THAT HITCHED A RIDE ON MY HOOD IS GONNA FALL TO HIS DEATH. HAVE SOME COMPASSION, PEOPLE."
6242,"Well kids, when a man and woman love each other very much, he erects a monument for her, but in his pants."
6243,"If someone tells you they don't like some particular word, do not torment them with it. To do so is totally moist."
6244,"if ur date declines a kiss at the end of the night open ur mouth and let the ants escape. Then say ""it's ok I had a mouthful of ants anyway"""
6245,"GOD: Done. ANGEL: What is it? GOD: A penguin. ANGEL: So it can fly, right? GOD: This one's a swimmin' bird. ANGEL: Dude... are you ok?"
6246,"ants can carry up to 5000 times their body weight?? pfft. watch this- *goes to stomp an ant but it grabs me & slams me thru a picnic table*"
6247,"wife: ""remember when i said you were too friendly all the time?"" me: [making cup of tea] ""no im not"" burglar: ""two sugars please"""
6248,"WIFE: Please stop. ME: Stop what? WIFE: Singing in the shower. ME: What's the big deal? WIFE: You're scaring everyone at Home Depot."
6249,"I imagine Christmas morning at the Schrodinger house is quite stressful."
6250,"If I commit suicide, it'll be for a shallow reason, like unrequited texts. But the note I leave will mention world hunger at least 11 times."
6251,"BREAKING NEWS: Man gets out of offending people by saying ""present company excluded of course"" after highly offensive statement"
6252,"If you want to play frisbee Buy a frozen pizza instead of a frisbee And when you get hungry from playing frisbee Eat your frisbee"
6253,"I will love you 'til the end of time, or until my blood alcohol level normalizes, whichever comes first."
6254,"Searched my teens room for drugs, was told ""you don't give me enough money for drugs."" I don't know whether to be proud or up his allowance."
6255,"I'm never a more ineffective parent than when I accidentally make threats that rhyme."
6256,"*LIGHTHOUSE* BATMAN - You call? L/HOUSE KEEPER - Shit, not again man. I am so sorry. BATMAN - Dead seagull on the light? LK -*Nods*"
6257,"Therapist: Problem? Me: I always quote Eminem lyrics. T: Explain? M: I can't tell you what it really is,I can only tell u what it feels like"
6258,"You see a rat stealing pizza, I see a rat providing for his four turtle children"
6259,"I would most likely die like 45 minutes into a zombie apocalypse, and even more likely it would not be zombie apocalypse related."
6260,"My husband is playing Super Mario Bros with our sons and one of them is having a MAJOR tantrum. Sadly, it's my husband."
6261,"Therapist: resentment is like drinking poison in the vain hope it makes your enemies sick Me: not if I'm banking on them eating my body"
6262,"I was out of tanning oil once, so I used PAM Cooking Spray. The tan didn't stick."
6263,"H:""Where'd you get those shoes?"" Me:""I've had these for years. Is that a new grill I saw?"" H:""Nope just cleaned the old one"" *Marriage lies"
6264,"If you encounter another Dad in the wild wearing a #1 Dad shirt, you must fight to the death. Disneyland has never been so fun"
6265,"[firetruck honks its obnoxiously loud horn] [goose in the distance hears it] ""Oh shit guys, that sounds like my wife. Gotta fly"""
6266,"I bet Melania Trump really regrets buying a speech off Craigslist now."
6267,"[Mesozoic era] God: if u can't spell ur name you're going extinct Jellyfish: seems fair Pterodactyl: [to Brachiosaurus] this is bullshit"
6268,"[marriage counseling] She thinks I'm stupid ""He covers himself in baby powder before we have sex"" HOW ELSE DO YOU MAKE A BABY, KAREN?"
6269,"*opens drawer* huh, I don't remember this shirt being pink. OMG...did he...did he do laundry? *slowly opens 2nd drawer* -Law & Order sound"
6270,"Me: When I have a rough day, you're there. When I need to cry, you're there. Nobody helps me gain 10 pounds the way you do. Cheesecake:"
6271,"I let my baby girl know she can do anything. Except taking the bow out of her hair cuz IT'S REALLY CUTE AND SHE NEEDS TO LEAVE IT ALONE."
6272,"I never pay for drinks I just insult women at bars & when they throw drinks in my face I open my mouth haha thanks for the free booze ladies"
6273,"[Kool-Aid Man breaks thru wall] Oh ya! [breaks 2nd wall] Oh ya! [3rd wall] OHHH YEAAHH! [breaks 4th wall] I've had many, many concussions"
6274,"I'm open to change but not when it's sudden like Stephen Colbert getting new glasses with no warning"
6275,"Not to brag, but I can cure a man of having a thing for me in five minutes flat."
6276,"Nike actually called me and asked me to stop doing it."
6277,"The man who invented PIN numbers and ATM machines has died. May he RIP in peace."
6278,"[Bookstore] Me: *hands over Tangled coloring book* Cashier: How old is your daughter? Me: [sweating nervously] Of course it is"
6279,"Stranger adds me to facebook *has a panic attack* Creepy as hell stranger follows on twitter *does victory dance*"
6280,"We've replaced the names of the foreign countries & leaders in Trump's speech with the names of IKEA furniture. Let's see if he notices"
6281,"""Awww. There there."" *pats you on the face. Hard"
6282,"""It's a bird!"" [Superman zooms down to inches away from the screaming guy's face] S: Birds can't go that fast Sean. What are you an idiot"
6283,"[clown interview] Why become a professional clown? me: [picturing getting hit in the face with cream pies every day] um I like kids"
6284,"Huh, this is a first Never had an ambulance follow me to the gym before They must know"
6285,"HOT SINGLES IN YOUR AREA VALUE YOUR FRIENDSHIP TOO MUCH TO RUIN IT WITH SEX. SURE, YOU'RE ATTRACTIVE, THEY JUST DON'T SEE YOU IN THAT WAY"
6286,"Told my kids I loved them at carpool and no one responded so I yelled, ""I love you too!"" while hanging out of the sunroof. Me, 1 Kids, 0"
